id,date,time,strategy,spx,vix,strikes,entry_credit,exit_credit,pl,pl_per_contract,position_size,duration_min,reason,wl,balance,cumulative_pnl,peak,drawdown,month
105,2025-04-25,10:30,OTM-SS,7759.177686650844,16.943610002011294,7710/7700,1.0000815832333956,0.5151125437436063,145.4907118469368,48.49690394897893,3,97,OTM 50% Lock-In Stop (peak 63%),WIN,29872.02491796703,9872.024917967055,10427124.537944537,-10417252.513026569,2025-04
106,2025-04-25,11:00,OTM-SS,7759.177686650844,16.943610002011294,7710/7700,1.260451291677082,0.0,378.1353875031246,126.0451291677082,3,316,OTM Hold-to-Expiry: Full Credit Collected,WIN,30250.160305470155,10250.16030547018,10427124.537944537,-10416874.377639066,2025-04
107,2025-04-28,10:30,GEX,7820.323873164695,17.431071873587474,7870,2.8713225323669147,1.8260416862014255,313.58425384964676,104.52808461654892,3,27,Trailing Stop (36%),WIN,30563.744559319803,10563.744559319828,10427124.537944537,-10416560.793385217,2025-04
108,2025-04-28,11:30,OTM-SS,7820.323873164695,17.431071873587474,7770/7760,0.5837811294099156,0.0,175.13433882297466,58.37811294099156,3,163,OTM Hold-to-Expiry: Full Credit Collected,WIN,30738.87889814278,10738.878898142802,10427124.537944537,-10416385.659046395,2025-04
109,2025-04-29,10:00,OTM-SS,7741.483248565461,15.76750807314445,7790/7800,0.6039966906763011,0.0,181.19900720289036,60.399669067630114,3,134,OTM Hold-to-Expiry: Full Credit Collected,WIN,30920.077905345668,10920.077905345694,10427124.537944537,-10416204.460039191,2025-04
110,2025-04-30,11:00,GEX,7826.834677154448,15.887741939063192,7925,2.251795220293962,2.4893944474586056,-71.27976814939304,-23.759922716464345,3,20,Stop Loss (-11%),LOSS,30848.798137196274,10848.7981371963,10427124.537944537,-10416275.739807341,2025-04
111,2025-05-01,10:00,GEX,7887.632112003827,16.045415954653848,7815,2.897039059504595,2.342080432615429,166.4875880667498,55.495862688916596,3,41,Trailing Stop (19%),WIN,31015.285725263024,11015.28572526305,10427124.537944537,-10416109.252219273,2025-05
112,2025-05-01,10:30,GEX,7887.632112003827,16.045415954653848,7815,2.2683982281790236,1.9430063312449497,97.61756908022215,32.53918969340739,3,38,Trailing Stop (14%),WIN,31112.903294343247,11112.903294343272,10427124.537944537,-10416011.634650193,2025-05
113,2025-05-01,11:30,GEX,7887.632112003827,16.045415954653848,7815,2.7560409555739667,1.717857192992542,311.4551287744274,103.81837625814248,3,51,Trailing Stop (38%),WIN,31424.358423117676,11424.3584231177,10427124.537944537,-10415700.17952142,2025-05
114,2025-05-02,10:00,GEX,7860.826846947583,16.073128056349468,7935,2.217663057138023,1.93214402675901,85.65570911370395,28.551903037901315,3,52,Trailing Stop (13%),WIN,31510.01413223138,11510.014132231403,10427124.537944537,-10415614.523812305,2025-05
115,2025-05-02,10:30,GEX,7860.826846947583,16.073128056349468,7935,2.071517024639461,1.6345227938886577,131.09826922524104,43.69942307508035,3,49,Trailing Stop (21%),WIN,31641.11240145662,11641.112401456645,10427124.537944537,-10415483.42554308,2025-05
116,2025-05-02,11:30,GEX,7860.826846947583,16.073128056349468,7935,2.815978833865364,3.2601437478183644,-133.24947418590006,-44.416491395300014,3,9,Stop Loss (-16%),LOSS,31507.86292727072,11507.862927270744,10427124.537944537,-10415616.675017266,2025-05
117,2025-05-05,10:00,GEX,7925.9048593370635,15.151463832688153,8000,2.0792297011761613,1.4018799526991235,203.20492454311136,67.73497484770378,3,32,Trailing Stop (33%),WIN,31711.06785181383,11711.067851813856,10427124.537944537,-10415413.470092723,2025-05
118,2025-05-05,10:30,GEX,7925.9048593370635,15.151463832688153,8000,2.9906303691639153,3.587799887230145,-179.15085541986886,-59.71695180662295,3,7,Stop Loss (-20%),LOSS,31531.91699639396,11531.916996393988,10427124.537944537,-10415592.620948143,2025-05
119,2025-05-05,11:00,GEX,7925.9048593370635,15.151463832688153,8000,2.571894674617173,1.5826241840130437,296.7811471812388,98.92704906041294,3,42,Trailing Stop (38%),WIN,31828.6981435752,11828.698143575226,10427124.537944537,-10415295.839800961,2025-05
120,2025-05-06,11:00,OTM-SS,8141.102678600859,15.510150370331125,8090/8080,0.6279170276652304,0.3034855647581326,97.32943887212933,32.44314629070978,3,117,OTM 50% Lock-In Stop (peak 51%),WIN,31926.02758244733,11926.027582447356,10427124.537944537,-10415198.510362089,2025-05
121,2025-05-07,10:00,OTM-SS,8063.487545108007,16.015688941931842,8015/8005,0.565394193373726,0.6350677528693901,-20.902067848699236,-6.967355949566412,3,19,Stop Loss (-12%),LOSS,31905.12551459863,11905.125514598656,10427124.537944537,-10415219.412429938,2025-05
122,2025-05-07,10:30,OTM-SS,8063.487545108007,16.015688941931842,8015/8005,1.0253367875707387,0.0,307.6010362712216,102.53367875707386,3,318,OTM Hold-to-Expiry: Full Credit Collected,WIN,32212.72655086985,12212.726550869878,10427124.537944537,-10414911.811393667,2025-05
123,2025-05-07,11:30,OTM-SS,8063.487545108007,16.015688941931842,8015/8005,0.9626977894817186,0.0,288.8093368445156,96.26977894817186,3,351,OTM Hold-to-Expiry: Full Credit Collected,WIN,32501.535887714366,12501.535887714394,10427124.537944537,-10414623.002056822,2025-05
124,2025-05-08,10:00,OTM-SS,8007.573102746739,16.60120465148111,8060/8070,0.8280648833707953,0.0,248.41946501123857,82.80648833707953,3,176,OTM Hold-to-Expiry: Full Credit Collected,WIN,32749.955352725607,12749.955352725632,10427124.537944537,-10414374.582591811,2025-05
125,2025-05-08,11:00,OTM-SS,8007.573102746739,16.60120465148111,8060/8070,1.1720449996410582,0.5491329424133227,186.87361716832066,62.291205722773554,3,140,OTM 50% Lock-In Stop (peak 51%),WIN,32936.828969893926,12936.828969893953,10427124.537944537,-10414187.708974643,2025-05
126,2025-05-09,11:00,GEX,8157.03486878106,15.520401867981287,8180,2.2053728776104444,1.5951330846229728,183.07193789624148,61.023979298747165,3,50,Trailing Stop (28%),WIN,33119.900907790165,13119.900907790196,10427124.537944537,-10414004.637036746,2025-05
127,2025-05-12,10:30,GEX,8290.177404101698,15.781142608119657,8390,2.8690844744508306,2.3487722262160893,156.0936744704224,52.03122482347413,3,59,Trailing Stop (18%),WIN,33275.99458226059,13275.994582260619,10427124.537944537,-10413848.543362277,2025-05
128,2025-05-12,11:00,GEX,8290.177404101698,15.781142608119657,8390,2.6858039962177456,3.193884601359184,-152.4241815424315,-50.80806051414384,3,22,Stop Loss (-19%),LOSS,33123.570400718156,13123.570400718187,10427124.537944537,-10414000.967543818,2025-05
129,2025-05-13,10:30,OTM-SS,8411.434734117707,17.499821329961637,8360/8350,0.7414640479288372,0.0,222.43921437865117,74.14640479288373,3,203,OTM Hold-to-Expiry: Full Credit Collected,WIN,33346.00961509681,13346.009615096838,10427124.537944537,-10413778.52832944,2025-05
130,2025-05-13,11:00,GEX,8411.434734117707,17.499821329961637,8460,2.6028910470979287,2.1458836212961216,137.10222774054213,45.70074258018071,3,8,Trailing Stop (18%),WIN,33483.11184283735,13483.111842837381,10427124.537944537,-10413641.4261017,2025-05
131,2025-05-13,11:30,GEX,8411.434734117707,17.499821329961637,8460,2.205329646053813,2.62244845243765,-125.13564191515107,-41.71188063838369,3,3,Stop Loss (-19%),LOSS,33357.9762009222,13357.97620092223,10427124.537944537,-10413766.561743615,2025-05
132,2025-05-14,11:30,GEX,8426.720391765119,16.396103032607982,8525,2.938705335044137,2.305276707729638,190.02858819434968,63.34286273144989,3,21,Trailing Stop (22%),WIN,33548.00478911655,13548.00478911658,10427124.537944537,-10413576.53315542,2025-05
133,2025-05-15,10:30,GEX,8376.899359131168,15.340682444381745,8300,2.2879263349693266,1.973340659684105,94.37570258556649,31.458567528522163,3,25,Trailing Stop (14%),WIN,33642.38049170212,13642.380491702146,10427124.537944537,-10413482.157452835,2025-05
134,2025-05-15,11:30,GEX,8376.899359131168,15.340682444381745,8300,2.6375800872567536,2.0018002929290057,190.73393829832438,63.57797943277479,3,23,Trailing Stop (24%),WIN,33833.114430000445,13833.11443000047,10427124.537944537,-10413291.423514536,2025-05
135,2025-05-16,11:00,OTM-SS,8409.038876957264,15.547766174760214,8360/8350,0.32992009694866953,0.0,98.97602908460085,32.99200969486695,3,312,OTM Hold-to-Expiry: Full Credit Collected,WIN,33932.09045908505,13932.090459085071,10427124.537944537,-10413192.44748545,2025-05
136,2025-05-19,10:00,GEX,8477.002363490039,16.220172806320218,8425,2.953817283482593,2.540727238216009,123.92701357997512,41.30900452665838,3,17,Trailing Stop (14%),WIN,34056.01747266502,14056.017472665046,10427124.537944537,-10413068.52047187,2025-05
137,2025-05-19,10:30,OTM-SS,8477.002363490039,16.220172806320218,8525/8535,1.2631872120626741,0.0,378.95616361880224,126.31872120626741,3,109,OTM Hold-to-Expiry: Full Credit Collected,WIN,34434.97363628382,14434.973636283848,10427124.537944537,-10412689.564308252,2025-05
138,2025-05-19,11:30,GEX,8477.002363490039,16.220172806320218,8425,2.6911780794942506,3.0796261656182655,-116.53442583720448,-38.84480861240149,3,11,Stop Loss (-14%),LOSS,34318.43921044662,14318.439210446644,10427124.537944537,-10412806.09873409,2025-05
139,2025-05-20,10:00,GEX,8518.691646229567,17.451689602845512,8470,2.6641550239197196,3.08504925430649,-126.26826911603106,-42.08942303867702,3,21,Stop Loss (-16%),LOSS,34192.17094133059,14192.170941330613,10427124.537944537,-10412932.367003206,2025-05
140,2025-05-20,10:30,GEX,8518.691646229567,17.451689602845512,8470,2.86955691788142,2.067029334958272,240.75827487694437,80.2527582923148,3,56,Trailing Stop (28%),WIN,34432.92921620753,14432.929216207556,10427124.537944537,-10412691.608728329,2025-05
141,2025-05-20,11:00,GEX,8518.691646229567,17.451689602845512,8470,2.109855807387928,2.468056982645138,-107.46035257716296,-35.82011752572099,3,26,Stop Loss (-17%),LOSS,34325.46886363037,14325.468863630393,10427124.537944537,-10412799.069080906,2025-05
142,2025-05-21,10:00,GEX,8532.202485091884,19.82668980915058,8630,2.869232173695315,3.427506648962317,-167.48234258010064,-55.82744752670021,3,13,Stop Loss (-19%),LOSS,34157.98652105027,14157.986521050292,10427124.537944537,-10412966.551423486,2025-05
143,2025-05-22,11:30,GEX,8636.891866728476,18.386863271819237,8560,2.3277331200125384,1.5559139611897415,231.5457476468391,77.1819158822797,3,51,Trailing Stop (33%),WIN,34389.532268697105,14389.53226869713,10427124.537944537,-10412735.00567584,2025-05
144,2025-05-23,10:30,GEX,8567.029730756973,18.430649359880498,8640,2.2472909188503603,1.7197941489203386,158.2490309790065,52.74967699300217,3,11,Trailing Stop (23%),WIN,34547.78129967611,14547.781299676137,10427124.537944537,-10412576.75664486,2025-05
145,2025-05-23,11:00,OTM-SS,8567.029730756973,18.430649359880498,8515/8505,1.4886245419351118,1.7221955257730492,-70.07129515138122,-23.35709838379374,3,15,Stop Loss (-16%),LOSS,34477.710004524735,14477.710004524755,10427124.537944537,-10412646.827940011,2025-05
146,2025-05-26,11:00,OTM-SS,8584.852162519992,18.70158491798454,8635/8645,1.082167427923226,0.0,324.6502283769678,108.2167427923226,3,338,OTM Hold-to-Expiry: Full Credit Collected,WIN,34802.3602329017,14802.360232901723,10427124.537944537,-10412322.177711636,2025-05
147,2025-05-26,11:30,OTM-SS,8584.852162519992,18.70158491798454,8635/8645,1.4777365330831942,0.7147473438947982,228.8967567565188,76.2989189188396,3,149,OTM 50% Lock-In Stop (peak 58%),WIN,35031.25698965822,15031.256989658243,10427124.537944537,-10412093.280954879,2025-05
148,2025-05-27,11:30,OTM-SS,8674.484511449416,18.158597513529212,8625/8615,0.6444306190212328,0.29878334892563857,103.69418102867826,34.56472700955942,3,120,OTM 50% Lock-In Stop (peak 52%),WIN,35134.9511706869,15134.951170686922,10427124.537944537,-10411989.58677385,2025-05
149,2025-05-28,10:00,OTM-SS,8627.645592650231,16.227890537490428,8680/8690,1.1493983479946235,1.3538376488589858,-61.331790259308704,-20.443930086436236,3,30,Stop Loss (-18%),LOSS,35073.61938042759,15073.619380427614,10427124.537944537,-10412050.91856411,2025-05
150,2025-05-29,10:00,GEX,8622.501146182858,16.861500278064856,8700,2.39412581610567,1.4932077882691739,270.27540835094885,90.09180278364961,3,34,Trailing Stop (38%),WIN,35343.89478877854,15343.894788778562,10427124.537944537,-10411780.643155757,2025-05
151,2025-05-29,11:30,GEX,8622.501146182858,16.861500278064856,8700,2.591051847680448,1.9141234177358357,203.07852898338365,67.69284299446122,3,53,Trailing Stop (26%),WIN,35546.97331776192,15546.973317761946,10427124.537944537,-10411577.564626774,2025-05
152,2025-05-30,10:00,GEX,8685.712958100235,15.329611471546382,8785,2.004272933182646,1.7387956540260596,79.64318374697595,26.547727915658648,3,19,Trailing Stop (13%),WIN,35626.6165015089,15626.616501508921,10427124.537944537,-10411497.921443028,2025-05
153,2025-05-30,11:00,OTM-SS,8685.712958100235,15.329611471546382,8635/8625,0.6834532240250419,0.3394353882547098,103.20535073109964,34.401783577033214,3,62,OTM 50% Lock-In Stop (peak 61%),WIN,35729.82185224,15729.82185224002,10427124.537944537,-10411394.716092296,2025-05
154,2025-05-30,11:30,OTM-SS,8685.712958100235,15.329611471546382,8635/8625,1.3667439514121507,1.5039404575833568,-41.15895185136185,-13.719650617120616,3,29,Stop Loss (-10%),LOSS,35688.662900388634,15688.66290038866,10427124.537944537,-10411435.875044148,2025-05
155,2025-06-02,10:00,OTM-SS,8745.123893737089,15.581967704120581,8795/8805,1.1534036833985484,0.5767738391220106,172.98895328296132,57.662984427653775,3,61,OTM 50% Lock-In Stop (peak 66%),WIN,35861.651853671596,15861.651853671621,10427124.537944537,-10411262.886090865,2025-06
156,2025-06-02,11:00,GEX,8745.123893737089,15.581967704120581,8645,2.413083571312681,2.0002454782051027,123.8514279322735,41.28380931075783,3,44,Trailing Stop (17%),WIN,35985.503281603866,15985.503281603895,10427124.537944537,-10411139.034662932,2025-06
157,2025-06-03,10:00,OTM-SS,8694.014027442367,15.57749603965405,8645/8635,0.3912447112790905,0.0,117.37341338372714,39.12447112790905,3,261,OTM Hold-to-Expiry: Full Credit Collected,WIN,36102.87669498759,16102.876694987623,10427124.537944537,-10411021.661249548,2025-06
158,2025-06-03,10:30,GEX,8694.014027442367,15.57749603965405,8795,2.8225668514601576,3.2337981939418787,-123.36940274451632,-41.12313424817211,3,9,Stop Loss (-15%),LOSS,35979.50729224308,15979.507292243106,10427124.537944537,-10411145.030652294,2025-06
159,2025-06-04,10:00,GEX,8741.48690321598,14.276776137858022,8815,2.032494442160548,1.6445652584145845,116.37875512378906,38.792918374596354,3,28,Trailing Stop (19%),WIN,36095.88604736687,16095.886047366896,10427124.537944537,-10411028.65189717,2025-06
160,2025-06-04,10:30,GEX,8741.48690321598,14.276776137858022,8815,2.9022127963116726,3.2393897921626644,-101.15309875529755,-33.71769958509918,3,14,Stop Loss (-12%),LOSS,35994.73294861157,15994.732948611598,10427124.537944537,-10411129.804995924,2025-06
161,2025-06-05,10:00,OTM-SS,8820.64415362198,14.809883050440455,8770/8760,0.3250629440259792,0.0,97.51888320779375,32.506294402597916,3,315,OTM Hold-to-Expiry: Full Credit Collected,WIN,36092.25183181936,16092.25183181939,10427124.537944537,-10411032.286112716,2025-06
162,2025-06-05,11:30,OTM-SS,8820.64415362198,14.809883050440455,8770/8760,1.11125186732683,0.5345995024469986,172.9957094639494,57.66523648798313,3,100,OTM 50% Lock-In Stop (peak 66%),WIN,36265.24754128331,16265.24754128334,10427124.537944537,-10410859.290403252,2025-06
163,2025-06-06,10:00,GEX,8977.285736414426,15.782696797431312,8875,2.64558395210057,1.7881646589401612,257.2257879481227,85.7419293160409,3,49,Trailing Stop (32%),WIN,36522.473329231434,16522.473329231463,10427124.537944537,-10410602.064615306,2025-06
164,2025-06-06,11:00,GEX,8977.285736414426,15.782696797431312,8875,2.5077333960694173,2.0568600455382935,135.26200515933712,45.087335053112376,3,51,Trailing Stop (18%),WIN,36657.735334390774,16657.7353343908,10427124.537944537,-10410466.802610146,2025-06
165,2025-06-09,11:00,GEX,8871.621937314161,14.666602077773058,8895,2.2972122359456355,1.6604992213878491,191.01390436733593,63.67130145577864,3,55,Trailing Stop (28%),WIN,36848.74923875811,16848.749238758137,10427124.537944537,-10410275.78870578,2025-06
166,2025-06-09,11:30,GEX,8871.621937314161,14.666602077773058,8895,2.209776819648309,2.6279382572330756,-125.44843127542998,-41.81614375847666,3,21,Stop Loss (-19%),LOSS,36723.30080748268,16723.30080748271,10427124.537944537,-10410401.237137053,2025-06
167,2025-06-10,11:30,OTM-SS,8968.698134163982,15.113727820907961,8920/8910,0.3334335593556527,0.16916432820722963,49.28076934452693,16.42692311484231,3,167,OTM 50% Lock-In Stop (peak 69%),WIN,36772.58157682721,16772.581576827237,10427124.537944537,-10410351.956367709,2025-06
168,2025-06-11,10:00,OTM-SS,9066.837907195288,18.855086529471887,9015/9005,0.5876999533082761,0.2924430263358395,88.57707809173097,29.525692697243656,3,175,OTM 50% Lock-In Stop (peak 68%),WIN,36861.15865491894,16861.158654918967,10427124.537944537,-10410263.379289618,2025-06
169,2025-06-11,10:30,GEX,9066.837907195288,18.855086529471887,9140,2.2093788183705407,2.536359706974483,-98.09426658118267,-32.69808886039422,3,8,Stop Loss (-15%),LOSS,36763.064388337756,16763.064388337785,10427124.537944537,-10410361.473556198,2025-06
170,2025-06-11,11:30,GEX,9066.837907195288,18.855086529471887,9140,2.6027450457936414,2.8802315193742256,-83.24594207417526,-27.74864735805842,3,6,Stop Loss (-11%),LOSS,36679.81844626358,16679.81844626361,10427124.537944537,-10410444.719498273,2025-06
171,2025-06-12,10:00,GEX,9172.12738647951,19.505143516705296,9145,2.2921801964772857,1.7602564240261813,159.5771317353313,53.192377245110436,3,18,Trailing Stop (23%),WIN,36839.39557799891,16839.39557799894,10427124.537944537,-10410285.142366538,2025-06
172,2025-06-12,11:00,OTM-SS,9172.12738647951,19.505143516705296,9220/9230,1.3044105660353946,0.6316339805350173,201.83297565011318,67.27765855003773,3,63,OTM 50% Lock-In Stop (peak 57%),WIN,37041.22855364902,17041.228553649053,10427124.537944537,-10410083.309390888,2025-06
173,2025-06-12,11:30,GEX,9172.12738647951,19.505143516705296,9145,2.4037093303903014,2.770011594017083,-109.89067908803443,-36.630226362678144,3,19,Stop Loss (-15%),LOSS,36931.33787456099,16931.337874561017,10427124.537944537,-10410193.200069975,2025-06
174,2025-06-13,10:00,GEX,9320.80689197821,19.606020416340563,9420,2.3073051258846258,2.5722904308982857,-79.49559150409797,-26.49853050136599,3,21,Stop Loss (-11%),LOSS,36851.84228305689,16851.842283056918,10427124.537944537,-10410272.69566148,2025-06
175,2025-06-13,10:30,OTM-SS,9320.80689197821,19.606020416340563,9270/9260,0.6065204592714303,0.28766802576469863,95.65573005201949,31.885243350673164,3,144,OTM 50% Lock-In Stop (peak 56%),WIN,36947.49801310891,16947.498013108936,10427124.537944537,-10410177.039931428,2025-06
176,2025-06-16,10:00,OTM-SS,9329.928921722645,19.804387595199774,9380/9390,1.4369145206812282,0.6683940160191034,230.55615139863744,76.85205046621248,3,135,OTM 50% Lock-In Stop (peak 57%),WIN,37178.05416450755,17178.054164507572,10427124.537944537,-10409946.483780028,2025-06
177,2025-06-16,11:30,GEX,9329.928921722645,19.804387595199774,9305,2.8441392268649195,3.297486292964806,-136.00411982996593,-45.33470660998864,3,5,Stop Loss (-16%),LOSS,37042.050044677584,17042.050044677606,10427124.537944537,-10410082.487899859,2025-06
178,2025-06-17,10:00,GEX,9287.832302836623,18.987130228939787,9340,2.623150655798101,1.7310502485588601,267.6301221717723,89.2100407239241,3,53,Trailing Stop (34%),WIN,37309.68016684936,17309.68016684938,10427124.537944537,-10409814.857777687,2025-06
179,2025-06-17,11:00,GEX,9287.832302836623,18.987130228939787,9340,2.0902982010387308,1.6180963173065528,141.66056511965337,47.220188373217795,3,39,Trailing Stop (23%),WIN,37451.34073196901,17451.340731969034,10427124.537944537,-10409673.197212568,2025-06
180,2025-06-17,11:30,GEX,9287.832302836623,18.987130228939787,9340,2.8010513010668787,2.4059871647457745,118.51924089633127,39.50641363211042,3,57,Trailing Stop (14%),WIN,37569.85997286534,17569.859972865364,10427124.537944537,-10409554.67797167,2025-06
181,2025-06-18,10:30,OTM-SS,9277.964372849516,18.570291345432132,9330/9340,0.4343472217427927,0.0,130.30416652283782,43.43472217427927,3,327,OTM Hold-to-Expiry: Full Credit Collected,WIN,37700.16413938818,17700.164139388202,10427124.537944537,-10409424.373805149,2025-06
182,2025-06-18,11:00,GEX,9277.964372849516,18.570291345432132,9230,2.777256528730625,2.104975860474636,201.68420047679672,67.2280668255989,3,14,Trailing Stop (24%),WIN,37901.84833986498,17901.848339865,10427124.537944537,-10409222.689604672,2025-06
183,2025-06-18,11:30,GEX,9277.964372849516,18.570291345432132,9230,2.6788433165931647,2.0390655731029894,191.93332304705257,63.97777434901752,3,49,Trailing Stop (24%),WIN,38093.78166291203,18093.78166291205,10427124.537944537,-10409030.756281625,2025-06
184,2025-06-19,10:00,OTM-SS,9579.848992180263,16.24599701829717,9530/9520,1.4269967744251104,0.6600622829158576,230.08034745277587,76.69344915092529,3,144,OTM 50% Lock-In Stop (peak 51%),WIN,38323.862010364806,18323.862010364825,10427124.537944537,-10408800.675934171,2025-06
185,2025-06-20,11:00,GEX,9704.358548632046,14.408681445277802,9805,2.622907630143873,1.7630872920376937,257.94610143185383,85.98203381061795,3,36,Trailing Stop (33%),WIN,38581.80811179666,18581.80811179668,10427124.537944537,-10408542.72983274,2025-06
186,2025-06-20,11:30,OTM-SS,9704.358548632046,14.408681445277802,9655/9645,1.157693677291811,0.588271323149337,170.82670624274218,56.94223541424739,3,69,OTM 50% Lock-In Stop (peak 61%),WIN,38752.6348180394,18752.634818039423,10427124.537944537,-10408371.903126497,2025-06
187,2025-06-23,11:00,GEX,9695.612227382262,15.456763897717387,9595,2.59727850416059,2.1887905848601985,122.54637579011742,40.84879193003914,3,18,Trailing Stop (16%),WIN,38875.181193829514,18875.18119382954,10427124.537944537,-10408249.356750706,2025-06
188,2025-06-23,11:30,OTM-SS,9695.612227382262,15.456763897717387,9745/9755,1.3304039116562942,0.0,399.1211734968882,133.04039116562942,3,167,OTM Hold-to-Expiry: Full Credit Collected,WIN,39274.3023673264,19274.30236732643,10427124.537944537,-10407850.23557721,2025-06
189,2025-06-24,10:30,OTM-SS,9749.260619086836,14.233342730016343,9800/9810,1.0443194165683005,0.0,313.2958249704901,104.43194165683005,3,151,OTM Hold-to-Expiry: Full Credit Collected,WIN,39587.59819229689,19587.59819229692,10427124.537944537,-10407536.93975224,2025-06
190,2025-06-25,10:00,GEX,9712.001482253416,14.889606205949384,9635,2.061478672803796,2.472529121514391,-123.31513461317857,-41.105044871059526,3,6,Stop Loss (-20%),LOSS,39464.283057683715,19464.28305768374,10427124.537944537,-10407660.254886853,2025-06
191,2025-06-25,10:30,GEX,9712.001482253416,14.889606205949384,9635,2.4117299987039758,1.9281326125867086,145.07921583518015,48.35973861172671,3,25,Trailing Stop (20%),WIN,39609.3622735189,19609.36227351892,10427124.537944537,-10407515.175671019,2025-06
192,2025-06-25,11:00,OTM-SS,9712.001482253416,14.889606205949384,9760/9770,0.6863273583676299,0.0,205.89820751028896,68.63273583676299,3,335,OTM Hold-to-Expiry: Full Credit Collected,WIN,39815.26048102919,19815.26048102921,10427124.537944537,-10407309.277463507,2025-06
193,2025-06-26,10:30,GEX,9673.129246641482,15.01710417493642,9725,2.0574984975550734,2.4119534394582205,-106.33648257094411,-35.445494190314704,3,11,Stop Loss (-17%),LOSS,39708.923998458245,19708.923998458267,10427124.537944537,-10407415.613946078,2025-06
194,2025-06-27,10:00,OTM-SS,9724.481634432346,14.263793409836962,9775/9785,0.5766161613460334,0.0,172.98484840381002,57.66161613460334,3,197,OTM Hold-to-Expiry: Full Credit Collected,WIN,39881.908846862054,19881.908846862076,10427124.537944537,-10407242.629097674,2025-06
195,2025-06-27,10:30,GEX,9724.481634432346,14.263793409836962,9675,2.9637931157858577,3.5239482151725974,-168.04652981602192,-56.01550993867397,3,16,Stop Loss (-19%),LOSS,39713.862317046034,19713.862317046052,10427124.537944537,-10407410.67562749,2025-06
196,2025-06-27,11:00,OTM-SS,9724.481634432346,14.263793409836962,9775/9785,0.31979390719379996,0.16498287560966818,46.44330947523954,15.481103158413179,3,61,OTM 50% Lock-In Stop (peak 64%),WIN,39760.30562652127,19760.30562652129,10427124.537944537,-10407364.232318016,2025-06
197,2025-06-30,10:00,OTM-SS,10020.973628897133,14.871333091171277,9970/9960,1.3179817168508718,0.6632372138085131,196.42335091270763,65.47445030423587,3,65,OTM 50% Lock-In Stop (peak 63%),WIN,39956.72897743398,19956.728977434,10427124.537944537,-10407167.808967102,2025-06
198,2025-07-01,11:00,OTM-SS,9825.16574547167,14.970654096823576,9875/9885,0.7037953077345886,0.831019324799046,-38.167205119337225,-12.72240170644574,3,24,Stop Loss (-18%),LOSS,39918.56177231464,19918.56177231466,10427124.537944537,-10407205.976172222,2025-07
199,2025-07-02,11:30,GEX,9793.926308568025,15.726022021937442,9745,2.5951783450469947,2.0262082051516948,170.69104196858999,56.897013989529995,3,60,Trailing Stop (22%),WIN,40089.25281428323,20089.25281428325,10427124.537944537,-10407035.285130253,2025-07
200,2025-07-03,11:00,GEX,9623.05405816784,16.2386833782768,9725,2.679230700963098,2.3325516868563345,104.00370423202898,34.66790141067633,3,13,Trailing Stop (13%),WIN,40193.256518515256,20193.256518515278,10427124.537944537,-10406931.281426022,2025-07
201,2025-07-04,10:30,OTM-SS,9604.994851873538,17.680570234619243,9555/9545,1.2186949898769823,0.0,365.6084969630947,121.86949898769824,3,330,OTM Hold-to-Expiry: Full Credit Collected,WIN,40558.86501547835,20558.86501547837,10427124.537944537,-10406565.672929058,2025-07
202,2025-07-04,11:00,GEX,9604.994851873538,17.680570234619243,9705,2.7361359067547086,3.319568190559393,-175.0296851414053,-58.34322838046844,3,20,Stop Loss (-21%),LOSS,40383.83533033695,20383.835330336966,10427124.537944537,-10406740.7026142,2025-07
203,2025-07-07,10:30,OTM-SS,9390.418644275609,17.77801197531637,9340/9330,1.156983684039005,0.0,347.0951052117015,115.6983684039005,3,158,OTM Hold-to-Expiry: Full Credit Collected,WIN,40730.93043554865,20730.930435548667,10427124.537944537,-10406393.607508987,2025-07
204,2025-07-07,11:30,GEX,9390.418644275609,17.77801197531637,9465,2.3216439759951313,1.5682366114382387,226.0222093670678,75.34073645568927,3,19,Trailing Stop (32%),WIN,40956.95264491572,20956.952644915735,10427124.537944537,-10406167.58529962,2025-07
205,2025-07-08,10:00,OTM-SS,9262.372288518938,17.546881545211022,9310/9320,0.419062399234948,0.1962687454326738,66.83809614068225,22.279365380227418,3,100,OTM 50% Lock-In Stop (peak 54%),WIN,41023.7907410564,21023.79074105642,10427124.537944537,-10406100.74720348,2025-07
206,2025-07-08,11:00,GEX,9262.372288518938,17.546881545211022,9210,2.232270005947216,1.7311821133607792,150.32636777593098,50.10878925864366,3,54,Trailing Stop (22%),WIN,41174.11710883233,21174.11710883235,10427124.537944537,-10405950.420835704,2025-07
207,2025-07-08,11:30,GEX,9262.372288518938,17.546881545211022,9210,2.829465892641608,2.234473304518038,178.49777643707108,59.49925881235703,3,48,Trailing Stop (21%),WIN,41352.6148852694,21352.61488526942,10427124.537944537,-10405771.923059268,2025-07
208,2025-07-09,11:30,GEX,9385.08893052215,18.397175101650877,9410,2.282694933745368,1.8611373981949966,126.46726066511141,42.15575355503714,3,27,Trailing Stop (18%),WIN,41479.08214593452,21479.08214593453,10427124.537944537,-10405645.455798602,2025-07
